183,3,OBJECTIVE To increase the value of its shares through growth in the value of its investments.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"184,4,""PORTFOLIO SECURITIES The fund is actively managed and invests mainly in a diversified portfolio of shares which, in the opinion of the investment manager, have the potential for above average and sustainable rates of earnings growth. The companies may be anywhere in the world, including emerging markets."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
"185,5,""Specifically, the fund invests at least 70% of total assets in shares and related securities of listed companies. Types of securities may include common stocks, preferred stocks, warrants, American Depository Receipts (ADRs), European Depository Receipts (EDRs) and Global Depository Receipts (GDRs)."",1.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
186,6,The fund does not invest more than 30% of its assets in debt and money market securities.,1.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
187,7,DERIVATIVES AND TECHNIQUES The fund may use derivatives for hedging and efficient portfolio management.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"188,8,""At any time and for a length of time that the investment manager considers appropriate, the fund may hold up to (but not including) 50% of its assets in cash or other liquid assets. This might occur in circumstances of extremely adverse market conditions and/or upon receipt of significant subscriptions by the fund."",1.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
189,9,INVESTMENT PROCESS The investment manager's approach is to:,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"190,10,""Q Identify """"best ideas"""" by assessing companies in a global sector context, using a bottom-up approach to create a focused portfolio of typically 60-80 holdings."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
"191,11,""Q Utilise a proprietary global research platform using fundamental analysis to identify companies with superior and sustainable growth prospects, and improving fundamentals."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
192,12,Q Integrate macroeconomic and local market factors in stock selection decisions.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
193,13,Q Measure valuation appeal against the local market and broad sector opportunity set.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"194,14,""Q Invest in a broad range of stocks across all capitalisations, incorporating developed and emerging markets."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
"195,15,""Q Assess environmental, social and governance (""""ESG"""") factors to identify those considered most likely to have a material impact on the performance of the holdings or potential holdings in the fund's portfolio. These ESG factors, which are incorporated into the investment process alongside financials, valuation, macro- economics and other factors, are components of the investment decision. Consequently, ESG factors are not the sole driver of an investment decision but are instead one of several important inputs considered during investment analysis."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
196,16,BENCHMARK Primary Benchmark  MSCI All Country World Index Net.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
197,17,Secondary Benchmark  MSCI All Country World Growth Index Net.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
198,18,Benchmark use  Investors may use these benchmarks to compare the fund's performance. The primary benchmark has been selected because it is similar to the investment universe used by the investment manager and therefore acts as an appropriate comparator overall. The secondary benchmark has been selected to reflect the growth style of the fund and investors may use it as additional information to compare the fund's performance.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"199,19,""The investment manager is not constrained by any country, sector and/ or individual security weightings relative to the benchmarks and has complete freedom to invest in securities that do not form part of the benchmarks."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
"200,20,""When a share class is hedged to a different currency, a hedged version of the benchmark (where available) will be used by the ACD for the performance comparison."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
"201,21,""IA Sector  Many UK funds are grouped into sectors by the Investment Association (the """"IA"""") (the trade body that represents UK investment managers), to help investors to compare funds with broadly similar characteristics. Investors may compare the fund against the performance of the Global sector. This sector represents the average performance of certain funds that invest at least 80% of their assets globally in shares. It can therefore serve as a method of comparing the fund's performance with other funds that have broadly similar characteristics. The fund is not constrained to or managed in line with this sector."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
202,22,Base currency of the fund  GBP,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
203,23,INVESTMENT MANAGER T. Rowe Price International Ltd,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"204,24,""SUB-INVESTMENT MANAGER T. Rowe Price Associates, Inc."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
205,25,Designed for  Investors who typically plan to invest for five years or more.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
206,26,The fund may appeal to investors who:,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
207,27,Q are interested in investment growth,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
208,28,Q are looking to diversify their equity investments,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"209,29,""Q understand and can accept the risks of the fund, including the risks of investing in equities globally"",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
210,30,Main Risks,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
"211,31,""See """"Risk Descriptions"""" for more information."",0.0,labelled\consorsbank_t_rowe_price_funds,14";;;;;;;;;;;
212,32,Q  Country risk - China,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
213,33,Q  Country risk - Russia and Ukraine,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
214,34,Q  Currency,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
215,35,Q  Emerging markets,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
216,36,Q  Equities,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
217,37,Q  Geographic concentration,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
218,38,Q  Hedging,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
219,39,Q  Investment fund,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
220,40,Q  Management,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
221,41,Q  Market,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
222,42,Q  Operational,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
223,43,Q  Small/mid cap,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
224,44,Q  Style,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
225,45,Risk management method  Commitment.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
226,46,Expected level of leverage  N/A.,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
227,47,T. Rowe Price Funds OEIC - Global Focused Growth Equity Fund,0.0,labelled\consorsbank_t_rowe_price_funds,14;;;;;;;;;;;
228,0,16,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
229,1,INVEST WITH CONFIDENCE,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
230,2,Minimum transaction and balance amounts,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
231,3,Class ACD Fee,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
232,4,Operating and Administrative expenses limit Initial investment/balance Additional investment Redemption,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
"233,5,""C 0.75% Up to 0.17% GBP10,000 GBP500 GBP500"",0.0,labelled\consorsbank_t_rowe_price_funds,15";;;;;;;;;;;
"234,6,""C9 0.50% Up to 0.17% GBP10,000 GBP500 GBP500"",0.0,labelled\consorsbank_t_rowe_price_funds,15";;;;;;;;;;;
235,7,T 0.00% Up to 0.17% GBP7.5 million - -,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
236,8,Z 0.00% 0.00% GBP20 million - -,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
237,9,T. Rowe Price Funds OEIC - Global Focused Growth Equity Fund  - continued,0.0,labelled\consorsbank_t_rowe_price_funds,15;;;;;;;;;;;
238,0,INVEST WITH CONFIDENCE,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
239,1,17,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
240,2,Objective and Investment Policy,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
241,3,OBJECTIVE To have a positive impact on the environment and society whilst at the same time seeking to increase the value of its shares through growth in the value of its investments over the long term (a minimum of 5 years).,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
"242,4,""PORTFOLIO SECURITIES The fund is actively managed and invests in a portfolio of shares of companies which may be anywhere in the world, including emerging markets (up to 35% of the total assets of the fund). The investment manager will focus on companies that it believes have the potential to create positive social or environmental impact through their products or services, and that appear to offer superior growth prospects and investment characteristics, as described in the Investment Strategy and Investment Approach sections below."",1.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
"243,5,""The fund invests at least 80% of the total assets in shares and related securities of listed companies. Types of securities may include common shares, preferred shares, American Depository Receipts (ADRs), European Depository Receipts (EDRs) and Global Depository Receipts (GDRs). Investments in China may include A and H shares. Investments in China A shares may be made through the Shanghai-Hong Kong Stock Connect or the Shenzhen-Hong Kong Stock Connect programs."",1.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
244,6,The fund may also invest up to 20% of its assets in debt and money market securities. Any investment in debt and money market securities aims to be consistent with the fund's objective.,1.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
245,7,DERIVATIVES AND TECHNIQUES The fund may use derivatives for hedging and efficient portfolio management. The use of derivatives is expected to be limited. Any use of derivatives aims to be consistent with the fund's objective.,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
"246,8,""INVESTMENT STRATEGY The fund's investment strategy is built on a belief that companies actively aiming to solve the challenges faced by our planet and our society are well placed to generate positive real-world impact. In addition, where the provision of a service or product creating a positive impact is scarce and differentiated, the investment manager believes this creates the potential for a company to deliver superior economic returns, driven by the durability and persistence of earnings and cashflow growth."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
"247,9,""While many of the world's challenges are urgent and require action in the present, successful impact investing is inherently linked to the duration and persistence of positive change. Impact investing requires conscious action, skilled execution and the commitment of engagement with companies. These principles are all embedded in our investment approach."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
"248,10,""INVESTMENT APPROACH The investment approach of the fund inherently looks to identify companies that align the interests of their shareholders, wider society, and the environment. Positive impact on the environment and society is targeted by aligning the fund's investments with companies that are working to address the world's major social and environmental challenges. Specifically, the fund seeks to invest in companies' that undertake business activities which address these pressure points, creating positive impact as a result."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
249,11,Each company selected for inclusion in the fund's portfolio has current or future business activities that are expected to generate a material and measurable positive impact under one of the three impact pillars listed below: climate and resource impact; social equity and quality of life; and sustainable innovation and productivity.,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;
250,12,All the security selection decisions taken by the investment manager begin with a multi-layered process to identify companies which have positive impact potential. This analysis is complemented with the,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
"251,13,""proactive and systematic integration of a wider range of ESG considerations, before the investment manager identifies the fundamental investment case for a stock, which must lead to an expectation of positive financial returns."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
"252,14,""The investment manager has built the capability in fundamental and responsible investment. The investment manager collaborates with the dedicated ESG specialists and fundamental analysts in order to produce the rounded view of companies that is essential as the fund purses positive impact, in tandem with growth in the value of its investments."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
253,15,The investment manager defines its target investments through the 1. following steps. Inclusionary screening  as the investment manager applies a framework to quantify a company's alignment to one of its 3 impact pillars and 8 sub pillars (detailed below).,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
254,16,Q - Climate and resource impact Reducing greenhouse gases (GHGs) - Promoting healthy ecosystems - Nurturing circular economies,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
255,17,Q - Social equity and quality of life Enabling social equity - Improving health - Enhancing quality of life,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
256,18,Q - Sustainable innovation and productivity Sustainable technology - Building sustainable industry and infrastructure,0.0,labelled\consorsbank_t_rowe_price_funds,16;;;;;;;;;;;
"257,19,""This framework has been created by the investment manager to align business activities with the 17 UN Sustainable Development Goals (UN SDGs)  (https://sdgs.un.org/goals) , a globally recognised framework designed to end poverty, protect the planet, and ensure prosperity. While the challenges our planet and society will face will evolve, the UN SDGs are a helpful tool to identify current environmental and social pressure points."",0.0,labelled\consorsbank_t_rowe_price_funds,16";;;;;;;;;;;
