,index,text,label,mandate,page_no
164,164,The investment manager defines its target investments through the 1. following steps.,False,labelled\consorsbank_t_rowe_price_funds,16
165,165,Inclusionary screening  as the investment manager applies a framework to quantify a company's alignment to one of its 3 impact pillars and 8 sub pillars (detailed below).,False,labelled\consorsbank_t_rowe_price_funds,16
166,166,"Q - Climate and resource impact Reducing greenhouse gases (GHGs) - Promoting healthy ecosystems - Nurturing circular economies Q - Social equity and quality of life Enabling social equity - Improving health - Enhancing quality of life Q - Sustainable innovation and productivity Sustainable technology - Building sustainable industry and infrastructure This framework has been created by the investment manager to align business activities with the 17 UN Sustainable Development Goals (UN SDGs)  (https://sdgs.un.org/goals) , a globally recognised framework designed to end poverty, protect the planet, and ensure prosperity.",False,labelled\consorsbank_t_rowe_price_funds,16
167,167,"While the challenges our planet and society will face will evolve, the UN SDGs are a helpful tool to identify current environmental and social pressure points.",False,labelled\consorsbank_t_rowe_price_funds,16
168,168,The fund's approach identifying positive impact also includes a holistic 5 dimensions of impact analysis to embed robustness and forward-looking insights as the investment manager carries out further impact due diligence.,False,labelled\consorsbank_t_rowe_price_funds,16
169,169,"The impact due diligence analysis helps to formalize an impact thesis, highlight negative externalities and risks and define key performance indicators (KPIs) for each stock, to assist in the measurement of a company's impact in the present, and over longer term time periods.",False,labelled\consorsbank_t_rowe_price_funds,16
170,170,This analysis also gives the investment manager the opportunity to consider the engagement program to be undertaken for a given company.,False,labelled\consorsbank_t_rowe_price_funds,16
171,171,2.,1,labelled\consorsbank_t_rowe_price_funds,16
172,172,"Exclusionary screening  of areas of the global economy that, either generate significant harm or do not offer potential to generate positive impact.",1,labelled\consorsbank_t_rowe_price_funds,16
173,173,"The exclusion list currently consists of the following categories: adult entertainment, alcohol, assault style weapons, controversial weapons, conventional weapons, for-profit prisons, fossil fuels, gambling and tobacco as well as issuers that screen out individually on conduct-based metrics - namely those that have been involved in an extreme environmental, social, ethical or governance breach where we do not believe the company is taking adequate steps to remediate the issue.",1,labelled\consorsbank_t_rowe_price_funds,16
174,174,"For further details see the T. Rowe Price Impact Exclusion List Policy, which is available on our website (https://www.troweprice.com/financial-intermediary/uk/en/lp/ esg/impact-investing.html?cache2)  or upon request.",1,labelled\consorsbank_t_rowe_price_funds,16
175,175,T. Rowe Price Funds OEIC - Global Impact Equity Fund 18 INVEST WITH CONFIDENCE 3.,False,labelled\consorsbank_t_rowe_price_funds,16
176,176,"ESG integration  in all stages of the research process with the aid of our proprietary responsible investing tool which systematically and proactively evaluates the responsible investment profile of over 15,000 companies and flags outliers, both positive and negative.",False,labelled\consorsbank_t_rowe_price_funds,17
177,177,4.,False,labelled\consorsbank_t_rowe_price_funds,17
178,178,"Fundamental analysis,  which is undertaken alongside the refinement of the impact thesis.",False,labelled\consorsbank_t_rowe_price_funds,17
179,179,"While the investment approach aims to identify impact-driven businesses on the right side of society's environmental or social needs, in order to be eligible for inclusion in the portfolio, potential companies must also demonstrate: Q Industry and management quality, defined by a fertile industry structure and compelling management team, harnessing key competitive advantages that set the company apart from competitors.",False,labelled\consorsbank_t_rowe_price_funds,17
180,180,"Q Strong business fundamentals and a defined insight focussed on medium to long-term earnings, cash flows and mis-priced economic return improvement potential.",False,labelled\consorsbank_t_rowe_price_funds,17
181,181,"Q An attractive valuation, as the investment manager looks out over 5 years to understand the price paid for the potential impact and economic returns of a business.",False,labelled\consorsbank_t_rowe_price_funds,17
182,182,"Q A willingness to engage, given engagement provides an opportunity to influence and monitor a company's progress towards impact objectives.",False,labelled\consorsbank_t_rowe_price_funds,17
183,183,"The ultimate aim is to integrate the stock perspectives to identify both underappreciated impact and mispriced economic return potential, on a truly global, stock-by-stock basis.",False,labelled\consorsbank_t_rowe_price_funds,17
184,184,"The investment manager applies a forward-looking, research-driven and high conviction approach to stock choices.",False,labelled\consorsbank_t_rowe_price_funds,17
185,185,"This is important with respect to taking prudent risks when it matters, as well as aligning with the UN SDGs as the investment manager seeks to engage with the full breadth of impact opportunities that exist in an evolving and complex world.",False,labelled\consorsbank_t_rowe_price_funds,17
186,186,"REPORTING An annual impact report will be made available to investors in which the investment manager will provide a review of the impact characteristics of the fund to give investors a clear perspective on the security level ownership and detailed case studies centred on the analysis and measurement of impact, using the investment manager's key performance indicators (KPIs).",False,labelled\consorsbank_t_rowe_price_funds,17
187,187,"The annual impact report will detail engagements, proxy voting, reasons for disinvestment and the evolution of impact risks and negative impact events.",False,labelled\consorsbank_t_rowe_price_funds,17
188,188,"Additionally, a quarterly report will be made available to investors in which the investment manager will show the most significant holdings, inclusive of the impact thesis and the alignment of those individual holdings with the impact pillars and the UN SDGs.",False,labelled\consorsbank_t_rowe_price_funds,17
189,189,The quarterly report will also show the aggregated portfolio on the basis of the impact pillar and sub pillar alignment.,False,labelled\consorsbank_t_rowe_price_funds,17
190,190,The investment manager will primarily measure impact at the individual company level but will aggregate the portfolio where possible.,False,labelled\consorsbank_t_rowe_price_funds,17
191,191,"Because impact measurement is more complex than traditional performance measurement, the investment manager will analyse each company from an impact alignment, fundamentals, outcomes and risk perspective.",False,labelled\consorsbank_t_rowe_price_funds,17
192,192,The investment manager takes this approach to embed layers of measurement into the process: this assists research and also helps communicate impact outcomes to investors.,False,labelled\consorsbank_t_rowe_price_funds,17
193,193,The security specific KPI metrics will form the basis of measuring impact within our annual report.,False,labelled\consorsbank_t_rowe_price_funds,17
194,194,"These will be stock specific and oriented to the impact pillar and sub pillar under which a company is aligned, as it addresses a real-world pressure point.",False,labelled\consorsbank_t_rowe_price_funds,17
195,195,"The stock specific KPIs will include, but not be limited to, measurements including positive and negative environmental impact, financial inclusion, health outcomes and how technology continues to enable societal and environmental progress.",False,labelled\consorsbank_t_rowe_price_funds,17
196,196,BENCHMARK Benchmark  MSCI All Country World Index Net.,False,labelled\consorsbank_t_rowe_price_funds,17
197,197,Benchmark use  Investors may use the benchmark to compare the fund's performance.,False,labelled\consorsbank_t_rowe_price_funds,17
198,198,The benchmark has been selected because it is similar to the investment universe used by the investment manager and therefore acts as an appropriate comparator.,False,labelled\consorsbank_t_rowe_price_funds,17
